gene,type
ENSG00000204128,non-disease
ENSG00000204130,disease
ENSG00000204138,non-disease
ENSG00000204140,non-disease
ENSG00000204160,non-disease
ENSG00000204161,disease
ENSG00000204165,non-disease
ENSG00000204174,non-disease
ENSG00000204175,non-disease
ENSG00000204178,disease
ENSG00000204183,non-disease
ENSG00000204186,non-disease
ENSG00000204193,non-disease
ENSG00000204195,non-disease
ENSG00000204209,disease
ENSG00000204217,disease
ENSG00000204219,disease
ENSG00000204220,disease
ENSG00000204227,disease
ENSG00000204228,disease
ENSG00000204231,disease
ENSG00000204237,non-disease
ENSG00000204246,non-disease
ENSG00000204248,disease
ENSG00000204252,disease
ENSG00000204256,disease
ENSG00000204257,disease
ENSG00000204262,disease
ENSG00000204264,disease
ENSG00000204271,non-disease
ENSG00000204279,non-disease
ENSG00000204287,disease
ENSG00000204290,disease
ENSG00000204291,disease
ENSG00000204296,non-disease
ENSG00000204300,disease
ENSG00000204301,disease
ENSG00000204304,disease
ENSG00000204305,disease
ENSG00000204308,disease
ENSG00000204310,disease
ENSG00000204311,disease
ENSG00000204315,disease
ENSG00000204316,non-disease
ENSG00000204323,non-disease
ENSG00000204334,non-disease
ENSG00000204335,non-disease
ENSG00000204344,disease
ENSG00000204347,non-disease
ENSG00000204348,disease
ENSG00000204351,disease
ENSG00000204352,non-disease
ENSG00000204356,non-disease
ENSG00000204361,non-disease
ENSG00000204366,disease
ENSG00000204371,disease
ENSG00000204381,non-disease
ENSG00000204385,disease
ENSG00000204386,disease
ENSG00000204390,disease
ENSG00000204394,disease
ENSG00000204396,non-disease
ENSG00000204403,disease
ENSG00000204406,disease
ENSG00000204420,non-disease
ENSG00000204421,disease
ENSG00000204427,non-disease
ENSG00000204428,disease
ENSG00000204435,disease
ENSG00000204438,non-disease
ENSG00000204442,disease
ENSG00000204444,disease
ENSG00000204463,non-disease
ENSG00000204469,non-disease
ENSG00000204472,disease
ENSG00000204475,disease
ENSG00000204482,disease
ENSG00000204498,disease
ENSG00000204511,disease
ENSG00000204518,disease
ENSG00000204519,non-disease
ENSG00000204532,non-disease
ENSG00000204536,disease
ENSG00000204538,disease
ENSG00000204539,disease
ENSG00000204540,disease
ENSG00000204542,non-disease
ENSG00000204544,disease
ENSG00000204548,non-disease
ENSG00000204560,disease
ENSG00000204564,non-disease
ENSG00000204568,disease
ENSG00000204569,disease
ENSG00000204574,disease
ENSG00000204576,disease
ENSG00000204580,disease
ENSG00000204590,disease
ENSG00000204592,disease
ENSG00000204595,non-disease
ENSG00000204599,disease
ENSG00000204610,disease
ENSG00000204611,non-disease
ENSG00000204612,disease
ENSG00000204613,disease
ENSG00000204614,disease
ENSG00000204616,disease
ENSG00000204618,disease
ENSG00000204624,non-disease
ENSG00000204628,disease
ENSG00000204634,disease
ENSG00000204640,disease
ENSG00000204644,disease
ENSG00000204653,disease
ENSG00000204655,disease
ENSG00000204657,disease
ENSG00000204659,non-disease
ENSG00000204669,non-disease
ENSG00000204671,disease
ENSG00000204673,non-disease
ENSG00000204681,disease
ENSG00000204682,non-disease
ENSG00000204694,disease
ENSG00000204695,disease
ENSG00000204701,disease
ENSG00000204703,disease
ENSG00000204704,disease
ENSG00000204710,non-disease
ENSG00000204711,disease
ENSG00000204764,disease
ENSG00000204767,disease
ENSG00000204839,non-disease
ENSG00000204842,disease
ENSG00000204843,disease
ENSG00000204851,non-disease
ENSG00000204852,non-disease
ENSG00000204856,non-disease
ENSG00000204859,non-disease
ENSG00000204866,non-disease
ENSG00000204869,non-disease
ENSG00000204880,non-disease
ENSG00000204882,disease
ENSG00000204889,disease
ENSG00000204897,disease
ENSG00000204899,non-disease
ENSG00000204909,non-disease
ENSG00000204913,non-disease
ENSG00000204922,non-disease
ENSG00000204923,non-disease
ENSG00000204928,non-disease
ENSG00000204930,non-disease
ENSG00000204946,non-disease
ENSG00000204947,non-disease
ENSG00000204950,non-disease
ENSG00000204952,non-disease
ENSG00000204954,non-disease
ENSG00000204956,disease
ENSG00000204965,disease
ENSG00000204977,non-disease
ENSG00000204978,non-disease
ENSG00000204979,non-disease
ENSG00000204983,disease
ENSG00000204991,non-disease
ENSG00000205002,non-disease
ENSG00000205022,non-disease
ENSG00000205038,disease
ENSG00000205045,disease
ENSG00000205060,disease
ENSG00000205078,non-disease
ENSG00000205085,non-disease
ENSG00000205089,non-disease
ENSG00000205090,non-disease
ENSG00000205111,disease
ENSG00000205126,non-disease
ENSG00000205129,disease
ENSG00000205133,non-disease
ENSG00000205138,disease
ENSG00000205143,non-disease
ENSG00000205177,non-disease
ENSG00000205186,non-disease
ENSG00000205189,disease
ENSG00000205208,non-disease
ENSG00000205213,disease
ENSG00000205220,disease
ENSG00000205221,disease
ENSG00000205250,disease
ENSG00000205279,disease
ENSG00000205301,non-disease
ENSG00000205302,non-disease
ENSG00000205307,non-disease
ENSG00000205309,disease
ENSG00000205327,non-disease
ENSG00000205329,non-disease
ENSG00000205330,disease
ENSG00000205336,disease
ENSG00000205339,disease
ENSG00000205352,non-disease
ENSG00000205356,non-disease
ENSG00000205359,disease
ENSG00000205363,disease
ENSG00000205403,disease
ENSG00000205413,disease
ENSG00000205420,disease
ENSG00000205423,non-disease
ENSG00000205436,non-disease
ENSG00000205445,non-disease
ENSG00000205464,disease
ENSG00000205476,non-disease
ENSG00000205495,non-disease
ENSG00000205502,disease
ENSG00000205517,disease
ENSG00000205531,disease
ENSG00000205549,non-disease
ENSG00000205560,disease
ENSG00000205581,non-disease
ENSG00000205593,non-disease
ENSG00000205629,non-disease
ENSG00000205639,disease
ENSG00000205643,non-disease
ENSG00000205667,non-disease
ENSG00000205669,non-disease
ENSG00000205678,disease
ENSG00000205683,disease
ENSG00000205693,non-disease
ENSG00000205710,non-disease
ENSG00000205726,non-disease
ENSG00000205730,disease
ENSG00000205744,non-disease
ENSG00000205755,disease
ENSG00000205758,non-disease
ENSG00000205765,non-disease
ENSG00000205784,non-disease
ENSG00000205795,non-disease
ENSG00000205808,non-disease
ENSG00000205832,non-disease
ENSG00000205835,non-disease
ENSG00000205838,disease
ENSG00000205846,non-disease
ENSG00000205857,non-disease
ENSG00000205858,non-disease
ENSG00000205882,non-disease
ENSG00000205883,non-disease
ENSG00000205884,non-disease
ENSG00000205899,non-disease
ENSG00000205927,disease
ENSG00000205929,disease
ENSG00000205978,disease
ENSG00000206013,disease
ENSG00000206043,non-disease
ENSG00000206053,disease
ENSG00000206069,disease
ENSG00000206075,non-disease
ENSG00000206102,non-disease
ENSG00000206107,non-disease
ENSG00000206150,non-disease
ENSG00000206177,non-disease
ENSG00000206181,non-disease
ENSG00000206190,disease
ENSG00000206199,non-disease
ENSG00000206203,disease
ENSG00000206260,non-disease
ENSG00000206262,disease
ENSG00000206384,non-disease
ENSG00000206418,non-disease
ENSG00000206422,disease
ENSG00000206432,non-disease
ENSG00000206527,disease
ENSG00000206530,disease
ENSG00000206531,disease
ENSG00000206535,disease
ENSG00000206536,non-disease
ENSG00000206538,disease
ENSG00000206549,non-disease
ENSG00000206557,disease
ENSG00000206559,non-disease
ENSG00000206560,non-disease
ENSG00000206561,disease
ENSG00000206562,non-disease
ENSG00000206579,disease
ENSG00000211452,disease
ENSG00000211455,disease
ENSG00000211456,disease
ENSG00000211584,disease
ENSG00000211598,non-disease
ENSG00000211693,non-disease
ENSG00000211891,non-disease
ENSG00000211899,disease
ENSG00000212123,non-disease
ENSG00000212124,non-disease
ENSG00000212126,disease
ENSG00000212128,non-disease
ENSG00000212658,non-disease
ENSG00000212719,disease
ENSG00000212864,non-disease
ENSG00000212901,non-disease
ENSG00000212916,non-disease
ENSG00000212938,non-disease
ENSG00000213024,disease
ENSG00000213064,disease
ENSG00000213066,disease
ENSG00000213079,non-disease
ENSG00000213085,non-disease
ENSG00000213088,disease
ENSG00000213096,non-disease
ENSG00000213139,disease
ENSG00000213160,non-disease
ENSG00000213171,non-disease
ENSG00000213190,disease
ENSG00000213199,non-disease
ENSG00000213203,disease
ENSG00000213213,disease
ENSG00000213221,non-disease
ENSG00000213231,disease
ENSG00000213265,disease
ENSG00000213316,disease
ENSG00000213337,non-disease
ENSG00000213339,non-disease
ENSG00000213341,disease
ENSG00000213347,non-disease
ENSG00000213397,non-disease
ENSG00000213398,disease
ENSG00000213401,non-disease
ENSG00000213402,disease
ENSG00000213413,non-disease
ENSG00000213420,non-disease
ENSG00000213445,disease
ENSG00000213463,disease
ENSG00000213465,non-disease
ENSG00000213523,disease
ENSG00000213551,disease
ENSG00000213563,non-disease
ENSG00000213578,disease
ENSG00000213588,disease
ENSG00000213619,disease
ENSG00000213625,disease
ENSG00000213626,disease
ENSG00000213638,non-disease
ENSG00000213654,disease
ENSG00000213658,disease
ENSG00000213672,non-disease
ENSG00000213676,disease
ENSG00000213689,disease
ENSG00000213694,disease
ENSG00000213699,non-disease
ENSG00000213719,disease
ENSG00000213722,disease
ENSG00000213741,non-disease
ENSG00000213760,disease
ENSG00000213762,non-disease
ENSG00000213782,non-disease
ENSG00000213822,disease
ENSG00000213853,disease
ENSG00000213859,non-disease
ENSG00000213886,disease
ENSG00000213889,non-disease
ENSG00000213892,disease
ENSG00000213901,disease
ENSG00000213903,disease
ENSG00000213906,disease
ENSG00000213918,disease
ENSG00000213921,disease
ENSG00000213927,disease
ENSG00000213928,disease
ENSG00000213930,disease
ENSG00000213937,disease
ENSG00000213949,disease
ENSG00000213965,disease
ENSG00000213983,disease
ENSG00000213995,disease
ENSG00000214013,disease
ENSG00000214022,non-disease
ENSG00000214029,non-disease
ENSG00000214050,non-disease
ENSG00000214063,non-disease
ENSG00000214078,non-disease
ENSG00000214087,non-disease
ENSG00000214097,non-disease
ENSG00000214102,non-disease
ENSG00000214107,disease
ENSG00000214128,disease
ENSG00000214140,disease
ENSG00000214160,disease
ENSG00000214193,non-disease
ENSG00000214212,disease
ENSG00000214215,non-disease
ENSG00000214216,non-disease
ENSG00000214226,non-disease
ENSG00000214253,disease
ENSG00000214285,disease
ENSG00000214290,disease
ENSG00000214309,non-disease
ENSG00000214357,non-disease
ENSG00000214360,non-disease
ENSG00000214367,non-disease
ENSG00000214376,non-disease
ENSG00000214415,disease
ENSG00000214435,disease
ENSG00000214456,non-disease
ENSG00000214510,disease
ENSG00000214511,disease
ENSG00000214513,non-disease
ENSG00000214517,disease
ENSG00000214642,non-disease
ENSG00000214643,non-disease
ENSG00000214655,non-disease
ENSG00000214681,non-disease
ENSG00000214686,non-disease
ENSG00000214688,disease
ENSG00000214694,non-disease
ENSG00000214700,disease
ENSG00000214706,disease
ENSG00000214711,disease
ENSG00000214717,non-disease
ENSG00000214736,non-disease
ENSG00000214756,non-disease
ENSG00000214782,non-disease
ENSG00000214814,disease
ENSG00000214842,non-disease
ENSG00000214860,non-disease
ENSG00000214866,disease
ENSG00000214872,non-disease
ENSG00000214929,non-disease
ENSG00000214941,non-disease
ENSG00000214944,non-disease
ENSG00000214954,disease
ENSG00000214960,disease
ENSG00000214978,non-disease
ENSG00000215009,disease
ENSG00000215012,non-disease
ENSG00000215018,disease
ENSG00000215045,non-disease
ENSG00000215114,disease
ENSG00000215131,non-disease
ENSG00000215183,disease
ENSG00000215187,non-disease
ENSG00000215193,disease
ENSG00000215203,disease
ENSG00000215217,disease
ENSG00000215218,disease
ENSG00000215251,non-disease
ENSG00000215262,disease
ENSG00000215277,non-disease
ENSG00000215301,disease
ENSG00000215305,non-disease
ENSG00000215375,disease
ENSG00000215421,disease
ENSG00000215440,non-disease
ENSG00000215475,disease
ENSG00000215545,non-disease
ENSG00000215547,non-disease
ENSG00000215568,disease
ENSG00000215595,non-disease
ENSG00000215612,disease
ENSG00000215644,disease
ENSG00000215695,disease
ENSG00000215712,non-disease
ENSG00000215788,disease
ENSG00000215845,disease
ENSG00000215853,disease
ENSG00000215883,disease
ENSG00000215910,non-disease
ENSG00000215912,disease
ENSG00000215915,non-disease
ENSG00000216490,disease
ENSG00000216937,disease
ENSG00000217128,disease
ENSG00000217236,non-disease
ENSG00000217442,non-disease
ENSG00000217555,non-disease
ENSG00000217930,non-disease
ENSG00000218336,non-disease
ENSG00000218891,non-disease
ENSG00000219435,non-disease
ENSG00000219438,disease
ENSG00000219607,non-disease
ENSG00000220008,non-disease
ENSG00000220201,non-disease
ENSG00000220205,disease
ENSG00000221813,non-disease
ENSG00000221818,disease
ENSG00000221821,non-disease
ENSG00000221829,disease
ENSG00000221836,disease
ENSG00000221838,disease
ENSG00000221843,disease
ENSG00000221852,non-disease
ENSG00000221855,non-disease
ENSG00000221866,disease
ENSG00000221869,disease
ENSG00000221882,non-disease
ENSG00000221886,non-disease
ENSG00000221887,non-disease
ENSG00000221890,disease
ENSG00000221900,disease
ENSG00000221909,non-disease
ENSG00000221914,disease
ENSG00000221931,disease
ENSG00000221933,disease
ENSG00000221937,non-disease
ENSG00000221938,non-disease
ENSG00000221944,non-disease
ENSG00000221947,disease
ENSG00000221955,disease
ENSG00000221963,disease
ENSG00000221968,disease
ENSG00000221977,non-disease
ENSG00000221983,non-disease
ENSG00000221986,non-disease
ENSG00000221988,disease
ENSG00000221989,non-disease
ENSG00000221994,disease
ENSG00000222009,non-disease
ENSG00000222011,non-disease
ENSG00000222018,non-disease
ENSG00000222028,non-disease
ENSG00000222046,non-disease
ENSG00000223496,non-disease
ENSG00000223501,disease
ENSG00000223865,disease
ENSG00000224051,disease
ENSG00000224383,non-disease
ENSG00000224470,non-disease
ENSG00000224586,disease
ENSG00000224877,non-disease
ENSG00000224940,disease
ENSG00000224982,disease
ENSG00000225190,disease
ENSG00000225556,non-disease
ENSG00000225614,disease
ENSG00000225663,non-disease
ENSG00000225697,disease
ENSG00000225830,disease
ENSG00000225921,non-disease
ENSG00000225950,disease
ENSG00000226174,non-disease
ENSG00000226372,disease
ENSG00000226742,non-disease
ENSG00000226763,non-disease
ENSG00000226979,disease
ENSG00000227057,disease
ENSG00000227345,disease
ENSG00000227500,disease
ENSG00000227507,disease
ENSG00000228083,disease
ENSG00000228146,non-disease
ENSG00000228253,disease
ENSG00000228300,disease
ENSG00000228594,non-disease
ENSG00000228607,non-disease
ENSG00000228672,non-disease
ENSG00000228727,non-disease
ENSG00000229474,non-disease
ENSG00000229809,non-disease
ENSG00000229833,non-disease
ENSG00000229937,disease
ENSG00000229972,non-disease
ENSG00000230778,non-disease
ENSG00000231213,disease
ENSG00000231256,non-disease
ENSG00000231274,non-disease
ENSG00000231389,disease
ENSG00000231852,disease
ENSG00000231861,non-disease
ENSG00000231925,disease
ENSG00000232040,disease
ENSG00000232070,non-disease
ENSG00000232125,non-disease
ENSG00000232258,non-disease
ENSG00000232434,non-disease
ENSG00000232629,disease
ENSG00000232810,disease
ENSG00000232869,non-disease
ENSG00000233198,non-disease
ENSG00000233276,disease
ENSG00000233436,non-disease
ENSG00000233493,non-disease
ENSG00000233670,non-disease
ENSG00000233701,non-disease
ENSG00000234127,disease
ENSG00000234224,disease
ENSG00000234284,non-disease
ENSG00000234409,non-disease
ENSG00000234438,disease
ENSG00000234444,non-disease
ENSG00000234469,non-disease
ENSG00000234545,non-disease
ENSG00000234560,non-disease
ENSG00000234602,non-disease
ENSG00000234745,disease
ENSG00000234776,non-disease
ENSG00000234965,non-disease
ENSG00000235034,non-disease
